sub_f_005.acq
1 msec/sample
15 channels
Corr Raw
mV
Zyg Raw
mV
Lev Raw
Volts
Digital input
Volts
Digital input
Volts
Digital input
Volts
Digital input
Volts
Digital input
Volts
Digital input
Volts
Digital input
Volts
Digital input
Volts
Corr Processed
Volts
Zyg Processed
Volts
Lev Processed
Volts
Marker
Volts
CH1,CH2,CH3,CH28,CH29,CH30,CH31,CH32,CH33,CH34,CH35,CH40,CH41,CH42,CH43,
0.00506592,-0.00311279,0.0161743,0,0,0,0,0,0,0,0,2.109,1.17281,0.0941407,0,
0.000549316,-0.0012207,0.0140381,0,0,0,0,0,0,0,0,1.94296,1.2898,0.0888351,0,
-0.00524902,-0.000244141,0.0213623,0,0,0,0,0,0,0,0,2.07439,1.45926,0.0930472,0,
-0.000427246,-0.00134277,0.00793457,0,0,0,0,0,0,0,0,1.98696,1.60262,0.0856155,0,
0.0078125,0.0022583,0.012207,0,0,0,0,0,0,0,0,1.88569,1.7642,0.0877928,0,
0.00360107,0.00323486,0.0164795,0,0,0,0,0,0,0,0,1.84568,1.73739,0.0918831,0,
0.00012207,0.0020752,0.00701904,0,0,0,0,0,0,0,0,1.73643,1.7137,0.104468,0,
-0.00231934,0.00262451,0.0146484,0,0,0,0,0,0,0,0,1.60581,1.75567,0.109119,0,
-0.00354004,0.00616455,0.0256348,0,0,0,0,0,0,0,0,1.46427,1.82129,0.111957,0,
-0.0012207,0.00115967,0.0210571,0,0,0,0,0,0,0,0,1.46009,1.91658,0.113538,0,
0.00164795,-0.00286865,0.0152588,0,0,0,0,0,0,0,0,1.34259,2.01571,0.111757,0,
0.000366211,-0.00250244,0.0109863,0,0,0,0,0,0,0,0,1.24299,2.10595,0.11266,0,
-0.00183105,-0.00158691,0.00976562,0,0,0,0,0,0,0,0,1.24606,2.2201,0.115579,0,
0.0012207,-0.00262451,-0.0012207,0,0,0,0,0,0,0,0,1.27702,2.21664,0.11643,0,
0.00366211,-0.00537109,-0.00915527,0,0,0,0,0,0,0,0,1.33336,2.13908,0.115465,0,
0.00469971,-0.00579834,-0.0158691,0,0,0,0,0,0,0,0,1.29355,2.12829,0.111002,0,
0.00311279,-0.00732422,-0.0195312,0,0,0,0,0,0,0,0,1.22989,2.15372,0.112495,0,
-0.00231934,-0.00933838,-0.0109863,0,0,0,0,0,0,0,0,1.2239,2.17084,0.111423,0,
-0.00427246,-0.0106201,-0.00305176,0,0,0,0,0,0,0,0,1.28524,2.26123,0.103144,0,
-0.000732422,-0.00982666,-0.00854492,0,0,0,0,0,0,0,0,1.11619,2.35815,0.0964059,0,
0.00115967,-0.0109863,-0.00946045,0,0,0,0,0,0,0,0,1.09679,2.33571,0.0954579,0,
0.00012207,-0.0128174,-0.012207,0,0,0,0,0,0,0,0,1.20072,2.22123,0.0999924,0,
-0.000976562,-0.0101318,-0.0134277,0,0,0,0,0,0,0,0,1.17991,2.18937,0.100523,0,
-0.00012207,-0.00939941,-0.0137329,0,0,0,0,0,0,0,0,1.2403,2.1569,0.11478,0,
-0.000183105,-0.00830078,-0.0152588,0,0,0,0,0,0,0,0,1.25648,2.13029,0.114345,0,
0.00341797,-0.00671387,-0.0152588,0,0,0,0,0,0,0,0,1.32258,2.21384,0.104127,0,
0.0012207,-0.00531006,-0.0125122,0,0,0,0,0,0,0,0,1.37695,2.31276,0.096797,0,
0.00506592,-0.00463867,-0.0140381,0,0,0,0,0,0,0,0,1.33831,2.28261,0.095176,0,
0.00769043,-0.00427246,-0.00976562,0,0,0,0,0,0,0,0,1.34841,2.17096,0.0964081,0,
0.00280762,-0.00231934,-0.00640869,0,0,0,0,0,0,0,0,1.44852,2.09145,0.0970704,0,
0.00537109,-0.00219727,-0.00854492,0,0,0,0,0,0,0,0,1.63462,2.10603,0.0990825,0,
0.0151978,-0.00335693,-0.00823975,0,0,0,0,0,0,0,0,1.74544,2.09306,0.103802,0,
0.0166626,-0.00256348,-0.000915527,0,0,0,0,0,0,0,0,1.71172,2.13304,0.109744,0,
0.00543213,-0.00140381,-0.000915527,0,0,0,0,0,0,0,0,1.70674,2.21068,0.118202,0,
-0.00866699,-0.00195312,-0.0143433,0,0,0,0,0,0,0,0,1.63696,2.31085,0.118649,0,
-0.0111694,-0.00146484,-0.0253296,0,0,0,0,0,0,0,0,1.6297,2.27366,0.12026,0,
-0.0127563,-0.000610352,-0.0292969,0,0,0,0,0,0,0,0,1.73013,2.17082,0.129614,0,
-0.0124512,0.000305176,-0.0189209,0,0,0,0,0,0,0,0,1.91938,2.12174,0.14444,0,
-0.00878906,-0.000183105,-0.00152588,0,0,0,0,0,0,0,0,2.02084,2.10784,0.155257,0,
0.00366211,0.0010376,0.00457764,0,0,0,0,0,0,0,0,2.02041,2.14792,0.158612,0,
0.00384521,0.00476074,-0.00274658,0,0,0,0,0,0,0,0,2.00985,2.22668,0.155473,0,
-0.00195312,0.00689697,0.0128174,0,0,0,0,0,0,0,0,2.10554,2.27019,0.153025,0,
-0.00402832,0.00585938,0.0201416,0,0,0,0,0,0,0,0,2.07595,2.16396,0.144915,0,
-0.00665283,0.00402832,0.0244141,0,0,0,0,0,0,0,0,1.96906,2.06496,0.139586,0,
-0.00012207,0.00299072,0.020752,0,0,0,0,0,0,0,0,1.92571,1.95033,0.144264,0,
0.0012207,0.00238037,0.017395,0,0,0,0,0,0,0,0,1.88572,1.8728,0.145093,0,
0.000488281,0.00140381,0.00976562,0,0,0,0,0,0,0,0,1.91609,1.85032,0.143463,0,
0.00274658,-0.00250244,0.00518799,0,0,0,0,0,0,0,0,1.9873,1.99516,0.141104,0,
0.00390625,-0.00384521,0.00793457,0,0,0,0,0,0,0,0,1.94416,2.04852,0.142886,0,
-0.000610352,-0.00305176,0.00610352,0,0,0,0,0,0,0,0,1.83928,1.98897,0.141902,0,
-0.00390625,-0.00286865,0.00396729,0,0,0,0,0,0,0,0,1.63782,1.9081,0.138104,0,
0.00238037,-0.00378418,0.00396729,0,0,0,0,0,0,0,0,1.54023,1.77934,0.133127,0,
-0.00146484,-0.00354004,-0.0244141,0,0,0,0,0,0,0,0,1.60024,1.62655,0.131144,0,
-0.00543213,-0.0045166,-0.0256348,0,0,0,0,0,0,0,0,1.77926,1.5283,0.129735,0,
-0.000427246,-0.00390625,-0.0109863,0,0,0,0,0,0,0,0,1.96844,1.44551,0.133609,0,
0.00274658,-0.00439453,-0.00396729,0,0,0,0,0,0,0,0,2.13716,1.44976,0.124804,0,
-0.00146484,-0.00323486,0.00396729,0,0,0,0,0,0,0,0,2.02673,1.42235,0.115269,0,
-0.00238037,-0.00140381,-0.00335693,0,0,0,0,0,0,0,0,1.95521,1.29574,0.111912,0,
-0.00323486,0.000488281,0.00183105,0,0,0,0,0,0,0,0,1.91415,1.16271,0.101824,0,
-0.00494385,0.0020752,-0.00274658,0,0,0,0,0,0,0,0,2.01233,1.00697,0.0991916,0,
6.10352E-05,0.00280762,-0.0231934,0,0,0,0,0,0,0,0,2.06014,0.967742,0.10031,0,
0.00866699,0.00274658,-0.0167847,0,0,0,0,0,0,0,0,1.82594,0.886144,0.0978855,0,
0.00982666,0.00195312,-0.00823975,0,0,0,0,0,0,0,0,1.80841,0.86662,0.096522,0,
0.00671387,0.000976562,-0.0012207,0,0,0,0,0,0,0,0,2.00609,0.807065,0.0867682,0,
0.00305176,0.00231934,0.0219727,0,0,0,0,0,0,0,0,2.10129,0.769193,0.0795803,0,
0.000976562,0.00195312,0.0244141,0,0,0,0,0,0,0,0,2.20857,0.767072,0.0824954,0,
-0.00219727,0.000488281,0.0204468,0,0,0,0,0,0,0,0,2.13902,0.693855,0.0795445,0,
-0.0012207,0.0010376,0.0250244,0,0,0,0,0,0,0,0,2.15252,0.582043,0.077296,0,
-0.00341797,-0.000305176,0.0146484,0,0,0,0,0,0,0,0,2.11285,0.571521,0.0715816,0,
-0.00384521,-0.00286865,-0.00244141,0,0,0,0,0,0,0,0,2.17515,0.634243,0.0706895,0,
-0.00360107,-0.00366211,0,0,0,0,0,0,0,0,0,2.53254,0.597614,0.0694517,0,
-0.00396729,-0.00299072,0,0,0,0,0,0,0,0,0,3.03265,0.61544,0.0687857,0,
-0.00213623,-0.00360107,-0.00549316,0,0,0,0,0,0,0,0,3.24852,0.654748,0.0647959,0,
-0.00335693,-0.00323486,-0.0112915,0,0,0,0,0,0,0,0,3.09984,0.689476,0.0558878,0,
-0.0032959,-0.00457764,-0.010376,0,0,0,0,0,0,0,0,3.08677,0.743529,0.0503306,0,
-0.00115967,-0.00286865,-0.00823975,0,0,0,0,0,0,0,0,3.22966,0.759239,0.0533638,0,
-0.00231934,-0.00164795,-0.0012207,0,0,0,0,0,0,0,0,3.5179,0.776098,0.0538142,0,
0.00158691,-0.000549316,-0.00244141,0,0,0,0,0,0,0,0,3.64067,0.803111,0.0444851,0,
0.00994873,-0.00170898,-0.00488281,0,0,0,0,0,0,0,0,3.56479,0.820137,0.0451625,0,
0.00726318,0.000427246,0.000610352,0,0,0,0,0,0,0,0,3.44352,0.889303,0.0515871,0,
0.00616455,0.000793457,0.00396729,0,0,0,0,0,0,0,0,3.42643,0.985133,0.0477397,0,
0.0125122,0.00146484,0.00793457,0,0,0,0,0,0,0,0,3.43262,1.10822,0.0448974,0,
0.00628662,0.00128174,0.00274658,0,0,0,0,0,0,0,0,3.40426,1.2191,0.0525406,0,
0.00213623,0.00164795,-0.0164795,0,0,0,0,0,0,0,0,3.21494,1.30191,0.0601819,0,
0.000793457,0.00274658,-0.0189209,0,0,0,0,0,0,0,0,3.15498,1.36079,0.0681985,0,
-0.000488281,0.00372314,-0.0189209,0,0,0,0,0,0,0,0,3.10871,1.33197,0.0665281,0,
0.000793457,0.00195312,0.00305176,0,0,0,0,0,0,0,0,3.19628,1.36176,0.0679115,0,
-0.00164795,0.00256348,0.0344849,0,0,0,0,0,0,0,0,3.21034,1.40629,0.0667168,0,
-0.000366211,0.00305176,0.0411987,0,0,0,0,0,0,0,0,3.31468,1.4587,0.0673901,0,
-0.00134277,0.00189209,0.0250244,0,0,0,0,0,0,0,0,3.24698,1.4568,0.0675054,0,
-0.00109863,-0.00140381,0.0149536,0,0,0,0,0,0,0,0,2.98126,1.50029,0.0673113,0,
-0.00244141,-0.0045166,0.010376,0,0,0,0,0,0,0,0,2.79567,1.51793,0.0825366,0,
-0.00238037,-0.00598145,-0.00213623,0,0,0,0,0,0,0,0,2.79469,1.55365,0.0933942,0,
0.00146484,-0.0057373,-0.0247192,0,0,0,0,0,0,0,0,2.74598,1.52115,0.0994497,0,
0.0010376,-0.00543213,-0.0311279,0,0,0,0,0,0,0,0,2.63988,1.49141,0.101484,0,
0.00292969,-0.00708008,-0.0332642,0,0,0,0,0,0,0,0,2.37888,1.42884,0.112543,0,
0.00195312,-0.00622559,-0.0210571,0,0,0,0,0,0,0,0,2.22094,1.38022,0.117171,0,
-0.00299072,-0.00604248,-0.0146484,0,0,0,0,0,0,0,0,1.99861,1.42671,0.123752,0,
-0.00714111,-0.00457764,-0.0146484,0,0,0,0,0,0,0,0,2.22218,1.48888,0.125014,0,
-0.0057373,-0.00268555,-0.0170898,0,0,0,0,0,0,0,0,2.3954,1.49902,0.122598,0,
-0.00354004,-0.00274658,-0.017395,0,0,0,0,0,0,0,0,2.41067,1.37569,0.13103,0,
-0.00115967,-0.00231934,-0.00732422,0,0,0,0,0,0,0,0,2.59494,1.2516,0.141158,0,
0.0032959,-0.00201416,-0.00488281,0,0,0,0,0,0,0,0,2.84722,1.12902,0.143712,0,
0.00701904,-0.000854492,-0.0012207,0,0,0,0,0,0,0,0,2.9127,1.06387,0.136944,0,
0.0115967,-0.000305176,0.00793457,0,0,0,0,0,0,0,0,2.95826,1.00931,0.13264,0,
0.00793457,0.00158691,0.00366211,0,0,0,0,0,0,0,0,2.83606,1.01135,0.136749,0,
0.00811768,0.00195312,0.00793457,0,0,0,0,0,0,0,0,2.73687,1.00031,0.147247,0,
0.0159302,0.000549316,0.0152588,0,0,0,0,0,0,0,0,2.7604,0.93501,0.152535,0,
0.0158691,0.00170898,0.00793457,0,0,0,0,0,0,0,0,2.68003,0.864317,0.152901,0,
0.00958252,0.00146484,0.00732422,0,0,0,0,0,0,0,0,2.72354,0.839903,0.156107,0,
0.00506592,0.00335693,0.012207,0,0,0,0,0,0,0,0,2.82987,0.817275,0.161912,0,
-0.00384521,0.00317383,0.00854492,0,0,0,0,0,0,0,0,2.59284,0.822488,0.146323,0,
-0.00689697,0.00164795,-0.0170898,0,0,0,0,0,0,0,0,2.37274,0.758919,0.131481,0,
-0.0110474,-0.0010376,-0.017395,0,0,0,0,0,0,0,0,2.4575,0.778703,0.125791,0,
-0.0115356,-0.000488281,-0.0115967,0,0,0,0,0,0,0,0,2.41512,0.740627,0.123809,0,
-0.00805664,-0.000549316,0.00244141,0,0,0,0,0,0,0,0,2.35756,0.754807,0.109369,0,
-0.00506592,-0.00311279,0.00488281,0,0,0,0,0,0,0,0,2.25564,0.804094,0.0994193,0,
-0.00604248,-0.00476074,-0.0164795,0,0,0,0,0,0,0,0,2.50734,0.720984,0.0936474,0,
-0.003479,-0.00482178,-0.0234985,0,0,0,0,0,0,0,0,2.47275,0.622966,0.0907382,0,
-0.00146484,-0.00439453,-0.0228882,0,0,0,0,0,0,0,0,2.44519,0.577325,0.0959928,0,
0.000793457,-0.00622559,-0.0244141,0,0,0,0,0,0,0,0,2.55407,0.564475,0.0972941,0,
0.00805664,-0.00512695,-0.010376,0,0,0,0,0,0,0,0,2.39144,0.598139,0.0927922,0,
0.00524902,-0.00311279,0.00152588,0,0,0,0,0,0,0,0,2.13684,0.601736,0.0877333,0,
0.00244141,0.000183105,0.012207,0,0,0,0,0,0,0,0,2.13676,0.609458,0.103934,0,
0.000671387,0.000549316,0.00793457,0,0,0,0,0,0,0,0,2.15704,0.621737,0.122932,0,
0.0045166,-0.00146484,0.00762939,0,0,0,0,0,0,0,0,2.21852,0.602448,0.127865,0,
0.00866699,-0.00274658,0.00915527,0,0,0,0,0,0,0,0,2.3286,0.584442,0.115242,0,
0.00286865,-0.00274658,0.00244141,0,0,0,0,0,0,0,0,2.21248,0.612753,0.121113,0,
-0.00128174,-0.00115967,0.00915527,0,0,0,0,0,0,0,0,2.22032,0.694534,0.134244,0,
-0.00262451,-0.000610352,0.0109863,0,0,0,0,0,0,0,0,2.1584,0.700793,0.143376,0,
-0.0010376,-0.000793457,0.00274658,0,0,0,0,0,0,0,0,1.99466,0.67123,0.148623,0,
-0.000732422,-0.00140381,-0.0106812,0,0,0,0,0,0,0,0,1.91238,0.664541,0.15705,0,
0.000488281,-0.00195312,-0.00457764,0,0,0,0,0,0,0,0,1.99243,0.676536,0.156851,0,
0.000305176,-0.00335693,0.00701904,0,0,0,0,0,0,0,0,2.05224,0.636492,0.159344,0,
0.0010376,-0.00250244,0.010376,0,0,0,0,0,0,0,0,2.19828,0.651144,0.166631,0,
0.00311279,-0.00219727,0.00671387,0,0,0,0,0,0,0,0,2.42284,0.646561,0.173662,0,
0.0045166,-0.00250244,0.0149536,0,0,0,0,0,0,0,0,2.46452,0.646546,0.177714,0,
0.00506592,0.000305176,-0.000305176,0,0,0,0,0,0,0,0,2.37769,0.644969,0.176939,0,
0.00720215,0.0032959,-0.00396729,0,0,0,0,0,0,0,0,2.31334,0.640392,0.181646,0,
0.00323486,0.00262451,-0.0109863,0,0,0,0,0,0,0,0,2.40349,0.603384,0.17614,0,
-0.00311279,0.000610352,-0.00762939,0,0,0,0,0,0,0,0,2.61282,0.579619,0.170765,0,
-0.00445557,-0.000732422,0.00732422,0,0,0,0,0,0,0,0,2.80377,0.548284,0.165334,0,
-0.00421143,-0.0012207,-0.00274658,0,0,0,0,0,0,0,0,2.8594,0.548796,0.16537,0,
-0.003479,-0.00146484,-0.0219727,0,0,0,0,0,0,0,0,2.81454,0.556515,0.159561,0,
0.00494385,-0.00238037,-0.0262451,0,0,0,0,0,0,0,0,2.74716,0.541027,0.148252,0,
0.00189209,-0.00415039,-0.0128174,0,0,0,0,0,0,0,0,2.78717,0.534248,0.143085,0,
0.0012207,-0.0055542,0.00854492,0,0,0,0,0,0,0,0,2.98499,0.553179,0.145257,0,
0.0032959,-0.00683594,0.00518799,0,0,0,0,0,0,0,0,3.29579,0.544375,0.143179,0,
0.0012207,-0.00683594,0.00518799,0,0,0,0,0,0,0,0,3.54956,0.494614,0.133901,0,
0.000854492,-0.00622559,-0.00457764,0,0,0,0,0,0,0,0,3.77476,0.4775,0.121929,0,
0.0020752,-0.00524902,0.000305176,0,0,0,0,0,0,0,0,3.76384,0.558467,0.112108,0,
-0.000366211,-0.00323486,-0.00701904,0,0,0,0,0,0,0,0,3.80568,0.626947,0.110478,0,
-0.00213623,-0.00286865,-0.0454712,0,0,0,0,0,0,0,0,3.9527,0.641891,0.110568,0,
-0.0043335,-0.00189209,-0.0598145,0,0,0,0,0,0,0,0,4.09869,0.707997,0.109556,0,
-0.00750732,-0.00177002,-0.039978,0,0,0,0,0,0,0,0,4.1908,0.749555,0.113224,0,
-0.00604248,-0.00354004,-0.0119019,0,0,0,0,0,0,0,0,4.13177,0.741364,0.115869,0,
-0.00445557,-0.00341797,-0.00244141,0,0,0,0,0,0,0,0,4.19308,0.704844,0.111069,0,
-0.000610352,-0.00244141,0.00335693,0,0,0,0,0,0,0,0,4.01171,0.741307,0.112525,0,
0.00189209,-0.00408936,0.010376,0,0,0,0,0,0,0,0,3.89258,0.809854,0.113465,0,
0.00262451,-0.00323486,0.0109863,0,0,0,0,0,0,0,0,3.76757,0.925402,0.116551,0,
-0.000366211,-0.00360107,-0.0119019,0,0,0,0,0,0,0,0,3.65703,1.00901,0.116925,0,
-0.00317383,-0.00250244,-0.00640869,0,0,0,0,0,0,0,0,3.61935,1.03831,0.11551,0,
0.00146484,-0.0022583,-0.00671387,0,0,0,0,0,0,0,0,3.63001,1.0825,0.11763,0,
0.00549316,-0.00311279,-0.00274658,0,0,0,0,0,0,0,0,3.58557,1.12147,0.110212,0,
0.010437,-0.00354004,0.00457764,0,0,0,0,0,0,0,0,3.66522,1.13683,0.10692,0,
0.00866699,-0.00189209,0.00518799,0,0,0,0,0,0,0,0,3.73494,1.13693,0.102269,0,
0.00720215,-0.0010376,0.00579834,0,0,0,0,0,0,0,0,3.5004,1.08759,0.104915,0,
0.0065918,-0.000854492,-0.00152588,0,0,0,0,0,0,0,0,3.3675,1.04695,0.0974627,0,
0.00366211,-0.000854492,0.0109863,0,0,0,0,0,0,0,0,3.33262,1.00899,0.0947165,0,
0.000427246,-0.00158691,0.017395,0,0,0,0,0,0,0,0,3.32807,0.978462,0.102461,0,
0.000488281,0.00012207,0.0250244,0,0,0,0,0,0,0,0,3.40365,0.922114,0.114933,0,
0.00732422,0.00213623,0.0314331,0,0,0,0,0,0,0,0,3.35977,0.841824,0.108818,0,
0.00811768,0.00262451,0.0231934,0,0,0,0,0,0,0,0,3.1295,0.843184,0.112924,0,
0.00610352,0.00177002,0.0146484,0,0,0,0,0,0,0,0,2.9538,0.826636,0.117664,0,
-0.0012207,0.00170898,0.000915527,0,0,0,0,0,0,0,0,2.73325,0.819198,0.106102,0,
-0.0067749,0.00152588,-0.0332642,0,0,0,0,0,0,0,0,2.64712,0.851097,0.100509,0,
-0.00476074,0.00152588,-0.0366211,0,0,0,0,0,0,0,0,2.6883,0.874664,0.103084,0,
0.00280762,0.00402832,-0.0170898,0,0,0,0,0,0,0,0,2.94027,0.940319,0.104052,0,
0.0032959,0.00408936,0.00732422,0,0,0,0,0,0,0,0,3.0524,0.977097,0.0984927,0,
0.00250244,0.00463867,0.0335693,0,0,0,0,0,0,0,0,2.92767,0.99511,0.0967142,0,
0.00616455,0.00457764,0.0289917,0,0,0,0,0,0,0,0,2.88131,1.00402,0.0993051,0,
0.00396729,0.00592041,0.0366211,0,0,0,0,0,0,0,0,2.92675,1.02538,0.099362,0,
0.0106201,0.00543213,0.0375366,0,0,0,0,0,0,0,0,3.03919,0.983855,0.102529,0,
0.00848389,0.00280762,0.0170898,0,0,0,0,0,0,0,0,3.03599,0.949666,0.112096,0,
0.0125732,-0.000610352,0.00518799,0,0,0,0,0,0,0,0,3.01899,0.990507,0.113052,0,
0.00598145,-0.00354004,-0.00549316,0,0,0,0,0,0,0,0,2.95698,1.05023,0.111527,0,
-0.00274658,-0.0043335,-0.0100708,0,0,0,0,0,0,0,0,2.87941,1.13805,0.110361,0,
-0.00683594,-0.0032959,-0.0164795,0,0,0,0,0,0,0,0,2.6798,1.24347,0.115522,0,
-0.0113525,-0.00219727,-0.0289917,0,0,0,0,0,0,0,0,2.49715,1.33207,0.114522,0,
-0.000793457,-0.000305176,-0.0231934,0,0,0,0,0,0,0,0,2.42127,1.41698,0.11643,0,
0.00341797,0.00012207,-0.00854492,0,0,0,0,0,0,0,0,2.45527,1.41044,0.113488,0,
-0.000183105,-0.00152588,0.0088501,0,0,0,0,0,0,0,0,2.5619,1.39976,0.116322,0,
-0.00439453,-0.00292969,0.0128174,0,0,0,0,0,0,0,0,2.58036,1.46783,0.130577,0,
-0.00585938,-0.00396729,0.00579834,0,0,0,0,0,0,0,0,2.47934,1.51964,0.138579,0,
-0.00946045,-0.00567627,0.00152588,0,0,0,0,0,0,0,0,2.45114,1.53784,0.144044,0,
-0.0106812,-0.00866699,-0.0149536,0,0,0,0,0,0,0,0,2.42641,1.59439,0.144722,0,
-0.0078125,-0.00701904,-0.0183105,0,0,0,0,0,0,0,0,2.29121,1.62725,0.148757,0,
-0.00976562,-0.00689697,-0.0177002,0,0,0,0,0,0,0,0,2.11722,1.55371,0.156136,0,
-0.00952148,-0.00592041,-0.00396729,0,0,0,0,0,0,0,0,1.967,1.46879,0.172978,0,
-0.010376,-0.00512695,0.00183105,0,0,0,0,0,0,0,0,1.95742,1.37194,0.17157,0,
-0.00628662,-0.00335693,-0.000915527,0,0,0,0,0,0,0,0,1.81833,1.27909,0.164738,0,
-0.00518799,-0.00262451,-0.0143433,0,0,0,0,0,0,0,0,1.62286,1.23204,0.168551,0,
-0.00378418,-0.0022583,-0.017395,0,0,0,0,0,0,0,0,1.46344,1.27658,0.158641,0,
-0.00183105,-0.00262451,-0.0119019,0,0,0,0,0,0,0,0,1.50434,1.31483,0.150316,0,
-0.00195312,-0.00372314,-0.00762939,0,0,0,0,0,0,0,0,1.47125,1.28172,0.141462,0,
-0.00262451,-0.00323486,0.00152588,0,0,0,0,0,0,0,0,1.4141,1.2208,0.147307,0,
-0.00158691,-0.000976562,0.00396729,0,0,0,0,0,0,0,0,1.39109,1.17449,0.156134,0,
-0.00170898,0.000244141,0,0,0,0,0,0,0,0,0,1.38552,1.08629,0.158178,0,
-0.00177002,0.000915527,0.00427246,0,0,0,0,0,0,0,0,1.39926,0.977471,0.161318,0,
-0.00250244,0.00177002,0.00610352,0,0,0,0,0,0,0,0,1.39487,0.895337,0.152162,0,
0.00140381,0.00164795,0.00305176,0,0,0,0,0,0,0,0,1.31583,0.891407,0.147249,0,
0.00549316,0.000854492,-0.00366211,0,0,0,0,0,0,0,0,1.2966,0.89162,0.161831,0,
-0.00183105,0.0022583,0.00579834,0,0,0,0,0,0,0,0,1.39829,0.799637,0.167288,0,
-0.00341797,0.00305176,0.00915527,0,0,0,0,0,0,0,0,1.42982,0.729039,0.164542,0,
-0.00213623,0.00512695,0.0131226,0,0,0,0,0,0,0,0,1.46474,0.660546,0.172109,0,
-0.0045166,0.00170898,0.00213623,0,0,0,0,0,0,0,0,1.50399,0.595102,0.191892,0,
-0.00335693,0.000671387,-0.0146484,0,0,0,0,0,0,0,0,1.52542,0.5309,0.208977,0,
-0.000915527,0.00012207,-0.0210571,0,0,0,0,0,0,0,0,1.58097,0.497375,0.213852,0,
-6.10352E-05,-0.00012207,-0.0271606,0,0,0,0,0,0,0,0,1.69886,0.491877,0.196729,0,
0.000427246,0.000610352,-0.0158691,0,0,0,0,0,0,0,0,1.755,0.492231,0.201216,0,
0.00195312,0.00109863,-0.0088501,0,0,0,0,0,0,0,0,1.73495,0.564111,0.217488,0,
0.00335693,-0.000305176,0.0100708,0,0,0,0,0,0,0,0,1.95807,0.620614,0.235788,0,
0.00506592,0.000915527,0.00762939,0,0,0,0,0,0,0,0,2.0269,0.618839,0.250168,0,
0.00549316,6.10352E-05,-0.0125122,0,0,0,0,0,0,0,0,2.16042,0.545213,0.254725,0,
0.00396729,0.000915527,-0.0219727,0,0,0,0,0,0,0,0,2.13057,0.606727,0.255089,0,
0.00390625,0.000793457,-0.0192261,0,0,0,0,0,0,0,0,2.17137,0.727807,0.251843,0,
0.00537109,-0.00323486,-0.00274658,0,0,0,0,0,0,0,0,2.41661,0.778242,0.245652,0,
0.00415039,-0.00506592,0.00579834,0,0,0,0,0,0,0,0,2.72235,0.795853,0.255661,0,
0.00372314,-0.00476074,0.000610352,0,0,0,0,0,0,0,0,2.62586,0.855684,0.26835,0,
0.00292969,-0.00360107,-0.00732422,0,0,0,0,0,0,0,0,2.5948,0.926444,0.282717,0,
0.000610352,-0.00256348,-0.00762939,0,0,0,0,0,0,0,0,2.57829,0.968621,0.283758,0,
-0.00341797,-0.00268555,-0.0134277,0,0,0,0,0,0,0,0,2.50894,0.992139,0.266368,0,
-0.00695801,-0.0032959,-0.0119019,0,0,0,0,0,0,0,0,2.36081,1.02402,0.247447,0,
-0.00390625,-0.00378418,-0.00396729,0,0,0,0,0,0,0,0,2.33441,0.999693,0.245114,0,
-0.00268555,-0.00311279,-0.00762939,0,0,0,0,0,0,0,0,2.34518,1.00967,0.245192,0,
0.00146484,-0.00378418,-0.00335693,0,0,0,0,0,0,0,0,2.37083,0.967886,0.235632,0,
0.0108643,-0.00445557,-0.000915527,0,0,0,0,0,0,0,0,2.3137,1.02182,0.221431,0,
0.0136719,-0.00311279,0.0012207,0,0,0,0,0,0,0,0,2.18025,1.04159,0.211043,0,
0.00482178,-0.00256348,-0.00579834,0,0,0,0,0,0,0,0,2.13584,1.06165,0.211927,0,
0.00146484,-0.00201416,-0.0128174,0,0,0,0,0,0,0,0,2.08074,1.03152,0.203558,0,
-0.00299072,-0.000976562,-0.0106812,0,0,0,0,0,0,0,0,2.025,0.993054,0.200237,0,
-0.00726318,-0.000488281,0.00518799,0,0,0,0,0,0,0,0,1.8078,0.950095,0.192999,0,
-0.00427246,0.00134277,0.0125122,0,0,0,0,0,0,0,0,1.70014,0.924605,0.189556,0,
-0.00152588,0.00140381,0.00762939,0,0,0,0,0,0,0,0,1.68073,0.93828,0.187851,0,
-0.00341797,0.000732422,0.000915527,0,0,0,0,0,0,0,0,1.74379,0.867394,0.187187,0,
-0.00244141,-0.000244141,-0.00854492,0,0,0,0,0,0,0,0,1.65111,0.810223,0.184609,0,
-0.00256348,-0.000610352,-0.00213623,0,0,0,0,0,0,0,0,1.50439,0.783285,0.182536,0,
0.000488281,0.000976562,-0.0012207,0,0,0,0,0,0,0,0,1.3928,0.787694,0.173909,0,
0.00231934,0.00152588,0.000610352,0,0,0,0,0,0,0,0,1.38951,0.736283,0.16623,0,
-0.00128174,0.00360107,-0.00488281,0,0,0,0,0,0,0,0,1.28758,0.689469,0.15387,0,
-0.000732422,0.00378418,0.000915527,0,0,0,0,0,0,0,0,1.31503,0.694057,0.154027,0,
-0.00415039,0.00469971,0.00488281,0,0,0,0,0,0,0,0,1.33077,0.687156,0.155564,0,
-0.00274658,0.00360107,0.0137329,0,0,0,0,0,0,0,0,1.35935,0.658295,0.152376,0,
-0.000183105,0.00280762,0.00152588,0,0,0,0,0,0,0,0,1.36296,0.728369,0.147916,0,
-0.00518799,0.00317383,-0.0125122,0,0,0,0,0,0,0,0,1.27207,0.744488,0.142923,0,
-0.00823975,0.00280762,-0.0271606,0,0,0,0,0,0,0,0,1.13295,0.777604,0.133986,0,
