sub_f_005.acq
1 msec/sample
15 channels
Corr Raw
mV
Zyg Raw
mV
Lev Raw
Volts
Digital input
Volts
Digital input
Volts
Digital input
Volts
Digital input
Volts
Digital input
Volts
Digital input
Volts
Digital input
Volts
Digital input
Volts
Corr Processed
Volts
Zyg Processed
Volts
Lev Processed
Volts
Marker
Volts
CH1,CH2,CH3,CH28,CH29,CH30,CH31,CH32,CH33,CH34,CH35,CH40,CH41,CH42,CH43,
0.00836182,-0.000183105,-0.00793457,0,0,0,0,0,0,0,0,3.54291,0.762927,0.198487,0,
-0.00012207,-0.000915527,-0.00183105,0,0,0,0,0,0,0,0,3.63156,0.760762,0.192261,0,
-0.00421143,-0.000610352,-0.00213623,0,0,0,0,0,0,0,0,3.49067,0.804304,0.188095,0,
-0.00280762,-0.0012207,-0.00579834,0,0,0,0,0,0,0,0,3.81876,0.819795,0.188034,0,
0.000366211,-0.000488281,-0.00457764,0,0,0,0,0,0,0,0,4.02398,0.778961,0.186396,0,
0.013916,0.000793457,-0.00274658,0,0,0,0,0,0,0,0,4.28393,0.747639,0.180501,0,
0.00952148,0.000854492,0.00579834,0,0,0,0,0,0,0,0,4.51942,0.720836,0.171774,0,
0.000854492,0.00201416,0.010376,0,0,0,0,0,0,0,0,4.32264,0.705243,0.163051,0,
-0.00189209,0.000854492,0.00396729,0,0,0,0,0,0,0,0,4.11718,0.728246,0.150484,0,
0.000671387,6.10352E-05,0.00183105,0,0,0,0,0,0,0,0,4.14894,0.733285,0.142172,0,
-0.00213623,0.000183105,0.00946045,0,0,0,0,0,0,0,0,4.2372,0.729845,0.138698,0,
-0.0043335,-0.000732422,0.00518799,0,0,0,0,0,0,0,0,4.28075,0.68171,0.136511,0,
-0.00653076,-0.00109863,0.00549316,0,0,0,0,0,0,0,0,4.16926,0.611431,0.130368,0,
-0.00543213,-0.00268555,0.00579834,0,0,0,0,0,0,0,0,4.0663,0.584272,0.126385,0,
-0.00482178,-0.00390625,-0.00549316,0,0,0,0,0,0,0,0,4.09486,0.621097,0.122202,0,
-0.00518799,-0.00317383,-0.00732422,0,0,0,0,0,0,0,0,4.06493,0.639062,0.122854,0,
-0.00366211,-0.00354004,-0.00610352,0,0,0,0,0,0,0,0,4.03705,0.652495,0.119073,0,
-0.00280762,-0.00384521,-0.00732422,0,0,0,0,0,0,0,0,3.96766,0.629153,0.113338,0,
-0.00482178,-0.00396729,-0.0219727,0,0,0,0,0,0,0,0,3.9611,0.632464,0.10801,0,
-0.000427246,-0.00427246,-0.0253296,0,0,0,0,0,0,0,0,3.90085,0.616755,0.118824,0,
0.0012207,-0.0045166,-0.022583,0,0,0,0,0,0,0,0,3.5962,0.599672,0.118089,0,
-0.003479,-0.00518799,-0.0115967,0,0,0,0,0,0,0,0,3.42753,0.647403,0.1174,0,
-0.0067749,-0.00390625,0.0012207,0,0,0,0,0,0,0,0,3.40625,0.691449,0.108632,0,
-0.00152588,-0.00354004,0.00762939,0,0,0,0,0,0,0,0,3.13031,0.741329,0.115135,0,
0.00305176,-0.000793457,0.00610352,0,0,0,0,0,0,0,0,2.91559,0.775871,0.117455,0,
0.00299072,-0.000244141,-0.000610352,0,0,0,0,0,0,0,0,2.67141,0.796438,0.124881,0,
0.00372314,-0.00115967,-0.0146484,0,0,0,0,0,0,0,0,2.46718,0.826282,0.1318,0,
0.00634766,-0.0020752,-0.00701904,0,0,0,0,0,0,0,0,2.40369,0.88872,0.133243,0,
0.00500488,-0.000488281,0.0106812,0,0,0,0,0,0,0,0,2.42411,0.865027,0.135064,0,
0.00592041,-0.00140381,0.0125122,0,0,0,0,0,0,0,0,2.33988,0.869935,0.136727,0,
0.00708008,-0.00311279,-0.00366211,0,0,0,0,0,0,0,0,2.02082,0.87255,0.143691,0,
0.00854492,-0.00305176,0.00579834,0,0,0,0,0,0,0,0,1.6651,0.903163,0.140957,0,
0.00799561,-0.00341797,0.0088501,0,0,0,0,0,0,0,0,1.44007,0.904695,0.151442,0,
0.00354004,-0.003479,0.00976562,0,0,0,0,0,0,0,0,1.59727,0.917291,0.166736,0,
0.00140381,-0.00390625,0.00823975,0,0,0,0,0,0,0,0,1.68342,0.942342,0.175047,0,
0.00262451,-0.00244141,0.012207,0,0,0,0,0,0,0,0,1.63409,0.961377,0.173495,0,
0.00128174,-0.00274658,0.00793457,0,0,0,0,0,0,0,0,1.51076,0.989138,0.168487,0,
-0.00170898,-0.00445557,-0.00457764,0,0,0,0,0,0,0,0,1.6335,1.00501,0.162797,0,
-0.00128174,-0.00354004,-0.0216675,0,0,0,0,0,0,0,0,1.75662,1.00126,0.162956,0,
-0.00146484,-0.00335693,-0.0274658,0,0,0,0,0,0,0,0,1.8687,1.01412,0.157219,0,
-0.00323486,-0.00189209,-0.0250244,0,0,0,0,0,0,0,0,1.82164,1.0454,0.152334,0,
-0.00128174,0.000305176,-0.00427246,0,0,0,0,0,0,0,0,1.90169,1.04768,0.148326,0,
0.00146484,0.00164795,-0.0149536,0,0,0,0,0,0,0,0,2.08652,0.961587,0.147429,0,
0.0106812,-0.000549316,-0.00854492,0,0,0,0,0,0,0,0,2.19612,0.874843,0.146138,0,
0.0157471,-0.00140381,0.00427246,0,0,0,0,0,0,0,0,2.3548,0.843029,0.144338,0,
0.00860596,-0.000244141,0.0100708,0,0,0,0,0,0,0,0,2.36431,0.816525,0.13892,0,
0.00390625,0.00012207,0.00549316,0,5,5,0,5,5,0,0,2.33326,0.761485,0.132178,54,
-0.00482178,-0.000854492,0.00335693,0,5,5,0,5,5,0,0,2.29976,0.699032,0.13192,54,
-0.00585938,0.00158691,0.0112915,0,5,5,0,5,5,0,0,2.32762,0.696638,0.132622,54,
-0.00213623,0.00274658,0.0140381,0,5,5,0,5,5,0,0,2.29793,0.692747,0.128318,54,
-0.00109863,0.000549316,0.0244141,0,5,5,0,5,5,0,0,2.27365,0.685359,0.125392,54,
0.0012207,0.00170898,0.0198364,0,5,5,0,5,5,0,0,2.37635,0.6749,0.126225,54,
0.003479,0.00244141,0.0119019,0,5,5,0,5,5,0,0,2.47995,0.691246,0.123805,54,
0.00750732,0.00360107,0.00762939,0,5,5,0,5,5,0,0,2.32915,0.678481,0.11575,54,
0.00012207,0.00366211,0.0131226,0,0,0,0,0,0,0,0,2.19478,0.582335,0.11159,0,
-0.00128174,0.00445557,0.0195312,0,0,0,0,0,0,0,0,2.18288,0.546009,0.107321,0,
-0.00231934,0.00402832,0.0134277,0,0,0,0,0,0,0,0,2.2521,0.498781,0.109572,0,
-0.00341797,0.00384521,0.0131226,0,0,0,0,0,0,0,0,2.12449,0.483616,0.11799,0,
-0.00152588,0.00231934,-0.0323486,0,0,0,0,0,0,0,0,2.0249,0.486878,0.119787,0,
0.000549316,-0.000610352,-0.0396729,0,0,0,0,0,0,0,0,1.77244,0.512751,0.116384,0,
0.000671387,-0.0043335,-0.0286865,0,0,0,0,0,0,0,0,1.80642,0.534061,0.105453,0,
0.00476074,-0.00701904,-0.00671387,0,0,0,0,0,0,0,0,1.68372,0.508195,0.100071,0,
0.00976562,-0.0065918,-0.0012207,0,0,0,0,0,0,0,0,1.4884,0.504559,0.108386,0,
0.00512695,-0.00683594,-0.00732422,0,0,0,0,0,0,0,0,1.31592,0.535568,0.110459,0,
0.00201416,-0.00653076,-0.0128174,0,0,0,0,0,0,0,0,1.3428,0.570985,0.110819,0,
0.00134277,-0.00671387,-0.0128174,0,0,0,0,0,0,0,0,1.39089,0.574946,0.114223,0,
0.000915527,-0.0055542,-0.00946045,0,0,0,0,0,0,0,0,1.32052,0.579493,0.119814,0,
-0.00250244,-0.00512695,-0.015564,0,0,0,0,0,0,0,0,1.32137,0.601739,0.117583,0,
-0.00524902,-0.00476074,-0.0180054,0,0,0,0,0,0,0,0,1.24002,0.603312,0.11338,0,
-0.00415039,-0.0045166,-0.0131226,0,0,0,0,0,0,0,0,1.28212,0.574987,0.119049,0,
-0.00219727,-0.00427246,-0.00946045,0,0,0,0,0,0,0,0,1.39411,0.554016,0.114428,0,
-0.000427246,-0.00402832,-0.0115967,0,0,0,0,0,0,0,0,1.40768,0.561951,0.114215,0,
0.00164795,-0.00372314,-0.00610352,0,0,0,0,0,0,0,0,1.37048,0.54147,0.107054,0,
0.00531006,-0.00366211,-0.00244141,0,0,0,0,0,0,0,0,1.31717,0.51986,0.104136,0,
0.00775146,-0.00256348,-0.00701904,0,0,0,0,0,0,0,0,1.33601,0.526929,0.106259,0,
0.00720215,-0.00134277,-0.0143433,0,0,0,0,0,0,0,0,1.3443,0.519697,0.111969,0,
0.00274658,-0.0020752,-0.0180054,0,0,0,0,0,0,0,0,1.36062,0.527697,0.110696,0,
0.00140381,-0.00317383,-0.0241089,0,0,0,0,0,0,0,0,1.38685,0.539577,0.102543,0,
0.00390625,-0.000488281,-0.0250244,0,0,0,0,0,0,0,0,1.48265,0.547965,0.0976817,0,
0.00714111,0.000244141,-0.0180054,0,0,0,0,0,0,0,0,1.73462,0.504759,0.0964004,0,
0.000305176,0.00134277,-0.0012207,0,0,0,0,0,0,0,0,1.778,0.524621,0.097025,0,
-0.00579834,0.0022583,0.0186157,0,0,0,0,0,0,0,0,1.7734,0.601052,0.101768,0,
-0.00469971,0.00372314,0.0253296,0,0,0,0,0,0,0,0,1.95662,0.645146,0.0991842,0,
-0.00439453,0.00408936,0.0259399,0,0,0,0,0,0,0,0,2.26302,0.606171,0.0967574,0,
0.000976562,0.00396729,0.0180054,0,0,0,0,0,0,0,0,2.25929,0.608067,0.0938956,0,
0.00665283,0.00360107,0.0152588,0,0,0,0,0,0,0,0,2.22846,0.619727,0.0891863,0,
-0.000671387,0.0022583,0.0180054,0,0,0,0,0,0,0,0,2.37008,0.684497,0.0831355,0,
-0.0043335,0.000183105,0.010376,0,0,0,0,0,0,0,0,2.50959,0.70539,0.0856865,0,
-0.00543213,-0.000183105,0.00488281,0,0,0,0,0,0,0,0,2.65657,0.736776,0.0865833,0,
-0.00744629,-0.000793457,0.0012207,0,0,0,0,0,0,0,0,2.75825,0.797302,0.0853687,0,
-0.00286865,-0.000915527,-0.000305176,0,0,0,0,0,0,0,0,2.73226,0.825967,0.0878338,0,
-0.00177002,-6.10352E-05,0.00396729,0,0,0,0,0,0,0,0,2.61573,0.822297,0.0859118,0,
-0.00286865,-0.000488281,-0.00274658,0,0,0,0,0,0,0,0,2.71037,0.830214,0.0845925,0,
0.000732422,-0.00115967,-0.0189209,0,0,0,0,0,0,0,0,2.71227,0.871369,0.0790266,0,
-0.00012207,-0.00366211,-0.0115967,0,0,0,0,0,0,0,0,2.68478,0.917502,0.0701608,0,
-0.000610352,-0.00427246,0.000915527,0,0,0,0,0,0,0,0,2.71107,0.994216,0.0644375,0,
0.00244141,-0.00292969,0.00152588,0,0,0,0,0,0,0,0,2.65745,1.11567,0.0703604,0,
0.0105591,-0.00421143,0.00915527,0,0,0,0,0,0,0,0,2.62902,1.23253,0.0771061,0,
0.0098877,-0.00360107,0.00640869,0,0,0,0,0,0,0,0,2.47468,1.30323,0.0783108,0,
0.0102539,-0.000610352,0.0109863,0,0,0,0,0,0,0,0,2.26907,1.2903,0.0816283,0,
0.00402832,-0.00262451,0.00213623,0,0,0,0,0,0,0,0,2.39091,1.31183,0.0798331,0,
-0.00506592,-0.00488281,-0.00823975,0,0,0,0,0,0,0,0,2.6856,1.3342,0.075479,0,
-0.00878906,-0.00494385,-0.0204468,0,0,0,0,0,0,0,0,2.48384,1.3795,0.0742705,0,
-0.0055542,-0.00402832,-0.020752,0,0,0,0,0,0,0,0,2.25657,1.43377,0.0697131,0,
-0.00482178,-0.00366211,-0.00274658,0,0,0,0,0,0,0,0,2.15665,1.46819,0.067953,0,
-0.000549316,-0.00231934,0.0012207,0,0,0,0,0,0,0,0,2.10694,1.44405,0.0676822,0,
0.00158691,-0.000915527,0.000915527,0,0,0,0,0,0,0,0,1.98324,1.37667,0.0684066,0,
0.00482178,-0.00158691,-0.0119019,0,0,0,0,0,0,0,0,1.89762,1.31895,0.066518,0,
0.00750732,-0.00262451,-0.0167847,0,0,0,0,0,0,0,0,1.84236,1.28859,0.0656415,0,
0.00506592,-0.0010376,0.00274658,0,0,0,0,0,0,0,0,1.79996,1.28993,0.0604162,0,
0.00628662,-0.00238037,-0.0012207,0,0,0,0,0,0,0,0,1.7969,1.30633,0.0582225,0,
0.0117188,-0.00274658,-0.00274658,0,0,0,0,0,0,0,0,1.88647,1.33596,0.0609283,0,
0.0128174,-0.0010376,0.00579834,0,0,0,0,0,0,0,0,1.81998,1.32941,0.0658258,0,
0.0100098,-0.000427246,-0.00213623,0,0,0,0,0,0,0,0,1.90996,1.30396,0.0658916,0,
0.00366211,-0.00109863,-0.00396729,0,0,0,0,0,0,0,0,2.04107,1.2484,0.068872,0,
-0.00402832,-0.000305176,-0.00671387,0,0,0,0,0,0,0,0,2.09099,1.20793,0.0800925,0,
-0.00604248,0.00152588,-0.010376,0,0,0,0,0,0,0,0,2.19906,1.18053,0.0894704,0,
-0.00463867,0.0010376,-0.0088501,0,0,0,0,0,0,0,0,2.33016,1.13414,0.0849067,0,
-0.00482178,-0.000732422,0.00244141,0,0,0,0,0,0,0,0,2.5614,1.10847,0.0807647,0,
-0.0043335,-0.00183105,0.00610352,0,0,0,0,0,0,0,0,2.60989,1.11029,0.0794902,0,
-0.00616455,-0.00195312,0.00518799,0,0,0,0,0,0,0,0,2.50314,1.05347,0.0847981,0,
-0.00665283,-0.00158691,0.00671387,0,0,0,0,0,0,0,0,2.41271,0.993802,0.0873342,0,
-0.00244141,-0.00488281,-0.00457764,0,0,0,0,0,0,0,0,2.61565,0.978934,0.0921602,0,
0.00158691,-0.00402832,-0.0012207,0,0,0,0,0,0,0,0,2.61067,0.99538,0.0979412,0,
-0.00384521,-0.00341797,0.00396729,0,0,0,0,0,0,0,0,2.57526,0.998437,0.103163,0,
-0.00256348,-0.00518799,0.00427246,0,0,0,0,0,0,0,0,2.52776,1.01065,0.104316,0,
0.00317383,-0.00390625,-0.0146484,0,0,0,0,0,0,0,0,2.55323,1.00568,0.105115,0,
0.00958252,-0.00445557,-0.012207,0,0,0,0,0,0,0,0,2.51956,1.03812,0.104646,0,
0.00897217,-0.00518799,0.00335693,0,0,0,0,0,0,0,0,2.44277,1.08642,0.106911,0,
0.00854492,-0.00585938,0.00823975,0,0,0,0,0,0,0,0,2.37131,1.05591,0.111189,0,
0.00872803,-0.00512695,-0.000305176,0,0,0,0,0,0,0,0,2.25759,1.0155,0.112924,0,
0.00585938,-0.00518799,-0.0323486,0,0,0,0,0,0,0,0,2.17467,0.968387,0.119082,0,
0.00390625,-0.00469971,-0.0387573,0,0,0,0,0,0,0,0,2.13478,0.967379,0.129345,0,
0.00213623,-0.0055542,-0.0305176,0,0,0,0,0,0,0,0,2.15697,0.981003,0.142173,0,
-0.00128174,-0.00415039,-0.0152588,0,0,0,0,0,0,0,0,2.12594,1.04206,0.143206,0,
-0.000854492,-0.00250244,-0.00244141,0,0,0,0,0,0,0,0,2.04138,0.996585,0.132206,0,
6.10352E-05,-0.00134277,0,0,0,0,0,0,0,0,0,2.18503,0.886994,0.124272,0,
0.0010376,-0.00152588,-0.00152588,0,0,0,0,0,0,0,0,2.24928,0.807474,0.137061,0,
-0.0022583,-0.00189209,0.0088501,0,0,0,0,0,0,0,0,2.24495,0.82152,0.159634,0,
-0.00134277,-0.00231934,0.00427246,0,0,0,0,0,0,0,0,2.30584,0.868594,0.168761,0,
-0.0020752,-0.0020752,-0.00579834,0,0,0,0,0,0,0,0,2.22642,0.844488,0.165643,0,
